customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
3148-BLQJT,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,20.1,20.1,1
3717-FDJFU,1,0,0,0,5,0,0,2,0,0,0,0,0,0,2,0,3,20.45,102.25,0
3665-JATSN,0,0,0,0,19,0,0,0,0,1,0,0,0,1,0,1,2,39.7,754.3000000000001,0
7966-YOTQW,1,0,0,0,10,0,1,0,1,0,0,0,0,0,0,1,1,54.5,545.0,0
0461-CVKMU,0,0,0,0,23,0,0,1,0,1,1,1,0,0,0,0,2,83.8,1927.3999999999999,1
8806-EAGWC,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,55.15,165.45,1
8853-TZDGH,0,0,0,0,72,0,1,1,0,1,1,1,1,1,2,1,0,111.6,8035.2,0
7779-LGOVN,1,1,0,0,10,0,1,1,0,0,0,0,0,1,0,1,2,86.65,866.5,1
4324-BZCKL,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,1,3,55.55,555.5,0
6924-TDGMT,1,0,0,0,11,0,0,2,0,0,0,0,0,0,1,1,3,20.55,226.05,0
9710-ZUSHQ,0,1,0,0,37,0,1,1,1,1,0,0,1,1,0,1,0,106.75,3949.75,1
1536-YHDOE,1,0,0,0,17,0,1,0,1,0,0,1,0,0,1,1,3,62.1,1055.7,0
8123-QBNAZ,0,0,0,0,36,0,1,1,1,0,1,0,1,1,0,1,1,104.5,3762.0,0
3629-ZNKXA,1,1,0,0,17,0,0,1,0,1,1,0,1,1,0,1,2,101.8,1730.6,0
4827-LTQRJ,0,1,0,0,66,0,1,1,1,1,0,1,1,1,1,1,1,110.6,7299.599999999999,0
7711-YIJWC,1,0,0,0,61,0,0,0,1,1,1,1,1,1,1,0,0,84.9,5178.900000000001,0
5482-VXSXJ,1,0,0,0,22,0,0,1,0,1,0,0,1,1,0,1,3,93.2,2050.4,0
7365-BVCJH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,24.4,24.4,0
9620-ENEJV,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,70.55,423.29999999999995,0
4183-WCSEP,1,0,0,0,31,0,0,1,0,1,0,1,0,0,0,1,2,78.45,2431.9500000000003,1
2378-YIZKA,0,0,0,0,68,0,0,0,1,1,1,1,1,1,2,1,1,85.0,5780.0,0
5498-TXHLF,0,0,0,0,34,0,1,1,0,0,1,0,1,0,0,0,2,87.45,2973.3,1
0689-DSXGL,0,0,0,0,52,0,0,1,0,1,1,1,0,0,0,0,0,85.8,4461.599999999999,0
6818-DJXAA,0,0,0,0,10,0,0,1,0,0,1,1,1,0,0,1,2,91.1,911.0,0
9722-UJOJR,1,0,0,0,29,0,0,1,0,0,0,0,0,0,0,1,2,70.75,2051.75,1
0464-WJTKO,0,0,0,0,72,0,0,2,0,0,0,0,0,0,2,0,0,20.1,1447.2,0
8902-ZEOVF,1,0,0,0,47,0,0,2,0,0,0,0,0,0,1,0,3,20.05,942.35,0
6778-EICRF,1,0,0,0,24,0,1,0,1,0,0,0,1,1,1,0,3,74.8,1795.1999999999998,0
2662-NNTDK,1,0,0,0,65,0,1,2,0,0,0,0,0,0,1,0,1,24.8,1612.0,0
4132-KALRO,0,0,0,0,4,0,1,1,0,0,0,1,1,1,0,1,3,100.85,403.4,0
3902-FOIGH,1,1,0,0,12,0,1,1,0,1,0,0,1,1,0,1,2,101.35,1216.1999999999998,1
6772-KSATR,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,81.7,81.7,1
7112-OPOTK,1,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,2,68.25,2252.25,1
2874-YXVVA,0,0,0,0,34,0,0,1,0,1,1,1,1,1,0,1,2,105.1,3573.3999999999996,0
1245-HARPS,0,0,0,0,14,0,0,2,0,0,0,0,0,0,2,0,3,20.4,285.59999999999997,0
4210-QFJMF,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,2,79.15,316.6,1
4323-ELYYB,1,0,0,0,13,0,0,2,0,0,0,0,0,0,1,0,3,20.0,260.0,0
4293-ETKAP,0,0,0,0,65,0,1,0,0,1,0,1,1,1,2,1,0,79.4,5161.0,0
6064-PUPMC,1,0,0,0,23,0,0,0,1,0,0,1,0,0,1,0,1,57.2,1315.6000000000001,0
6504-VBLFL,1,0,0,0,55,0,0,0,1,1,1,0,0,0,2,0,2,58.6,3223.0,0
6322-PJJDJ,1,0,0,0,49,0,0,1,0,1,0,0,1,1,2,1,2,94.8,4645.2,0
0330-BGYZE,1,0,0,0,60,0,1,1,0,1,1,0,1,1,1,0,0,102.5,6150.0,0
1085-LDWAM,0,0,0,0,69,0,0,2,0,0,0,0,0,0,1,1,1,20.35,1404.15,0
7586-ZATGZ,1,0,0,0,40,0,1,1,0,0,0,0,1,0,0,1,2,84.9,3396.0,0
7197-VOJMM,1,0,0,0,67,0,0,0,1,1,0,1,0,1,2,1,1,69.2,4636.400000000001,0
3318-OSATS,1,1,0,0,35,0,1,1,0,0,0,0,1,1,0,1,2,95.45,3340.75,1
5828-AVIPD,1,0,0,0,19,0,1,1,0,0,0,1,1,1,1,1,2,100.95,1918.05,1
1843-TLSGD,0,0,0,0,13,0,0,2,0,0,0,0,0,0,2,0,3,20.85,271.05,0
9626-VFRGG,0,0,0,0,41,0,1,1,0,1,0,0,1,0,0,1,0,88.5,3628.5,0
7075-BNDVQ,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,3,35.0,140.0,0
9143-CANJF,0,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,2,55.15,1323.6,0
7284-BUYEC,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,1,1,50.95,254.75,0
2041-JIJCI,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,1,2,64.0,320.0,0
1086-LXKFY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,69.1,69.1,1
4900-MSOMT,0,0,0,0,72,0,1,0,1,1,1,1,1,0,2,0,0,80.2,5774.400000000001,0
2229-VWQJH,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,1,1,49.3,1183.1999999999998,0
9194-GFVOI,0,0,0,0,42,0,1,0,1,0,1,1,1,1,2,0,1,84.35,3542.7,0
1336-EZFZY,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,20.05,80.2,0
4282-MSACW,1,0,0,0,68,0,1,1,1,1,1,1,1,1,1,1,1,117.2,7969.6,0
1403-LKLIK,0,0,0,0,33,0,0,2,0,0,0,0,0,0,1,0,3,20.1,663.3000000000001,0
2636-ALXXZ,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1
7774-OJSXI,1,0,0,0,31,0,1,1,0,1,1,0,1,1,1,1,2,103.45,3206.9500000000003,1
7786-WBJYI,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,77.95,311.8,1
0136-IFMYD,1,1,0,0,69,0,1,1,0,1,1,1,1,1,2,1,2,109.95,7586.55,0
5144-TVGLP,1,1,0,0,38,0,1,1,0,0,0,0,1,1,0,0,2,94.75,3600.5,0
9643-AVVWI,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,1,2,80.0,240.0,0
0253-ZTEOB,0,0,0,0,48,0,1,0,0,1,0,1,1,1,2,0,2,79.65,3823.2000000000003,0
2706-QZIHY,0,0,0,0,15,0,1,2,0,0,0,0,0,0,2,0,3,25.2,378.0,0
6061-PQHMK,0,0,0,0,25,0,0,2,0,0,0,0,0,0,1,0,1,19.9,497.49999999999994,0
9885-CSMWE,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,78.45,78.45,1
6137-MFAJN,0,0,0,0,48,0,0,0,1,1,0,0,1,0,0,1,2,44.8,2150.3999999999996,0
9122-UMROB,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,20.3,20.3,0
4232-JGKIY,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,19.2,19.2,0
2402-TAIRZ,0,0,0,0,37,0,0,1,0,1,1,0,0,0,1,0,2,80.05,2961.85,0
9659-ZTWSM,1,1,0,0,66,0,1,1,0,1,1,1,1,1,1,1,0,107.35,7085.099999999999,0
9139-TWBAS,0,0,0,0,26,0,0,0,1,1,1,0,1,0,1,0,0,47.85,1244.1000000000001,0
6685-GBWJZ,1,0,0,0,63,0,0,0,1,1,0,1,1,0,1,0,1,70.8,4460.4,0
5016-ETTFF,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,3,29.5,295.0,1
3866-MDTUB,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,2,70.75,141.5,1
2195-VVRJF,1,1,0,0,18,0,0,0,1,0,0,0,0,1,0,1,1,59.1,1063.8,0
3913-RDSJZ,0,0,0,0,64,0,1,2,0,0,0,0,0,0,2,0,3,25.55,1635.2,0
8058-JMEQO,0,1,0,0,9,0,1,1,0,0,0,0,0,1,0,1,2,84.45,760.0500000000001,1
4203-QGNZA,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,3,20.25,567.0,0
5043-TRZWM,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,75.55,75.55,0
0697-ZMSWS,1,0,0,0,4,0,1,1,0,0,0,0,0,1,0,1,2,85.65,342.6,1
7657-DYEPJ,1,1,0,0,38,0,0,0,0,1,1,1,1,0,1,1,1,70.15,2665.7000000000003,1
9494-BDNNC,1,0,0,0,66,0,1,1,0,1,1,0,0,1,1,0,2,95.3,6289.8,0
1640-PLFMP,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,0
5366-OBVMR,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,3,50.3,905.4,0
8276-MQBYC,1,1,0,0,51,0,1,1,0,0,1,0,1,1,0,1,2,97.8,4987.8,1
7644-OMVMY,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,19.85,0.0,0
7593-XFKDI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,1
4573-JKNAE,1,0,0,0,12,0,0,2,0,0,0,0,0,0,2,0,0,19.35,232.20000000000002,0
0337-CNPZE,0,0,0,0,41,0,1,1,0,1,1,0,1,1,0,1,2,106.3,4358.3,1
9817-APLHW,1,0,0,0,12,0,1,2,0,0,0,0,0,0,0,0,2,25.0,300.0,0
8380-MQINP,0,0,0,0,55,0,0,2,0,0,0,0,0,0,2,0,3,20.3,1116.5,0
0840-DFEZH,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,1,2,75.35,527.4499999999999,0
1513-XNPPH,0,0,0,0,12,0,0,1,0,0,1,1,0,1,0,1,2,89.4,1072.8000000000002,1
8690-ZVLCL,0,0,0,0,68,0,1,0,1,1,1,1,1,1,2,0,1,88.0,5984.0,0
6015-VVHHE,0,1,0,0,5,0,1,1,0,0,0,0,1,0,0,1,1,83.15,415.75,1
1125-SNVCK,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,43.8,2146.2,0
0384-LPITE,1,0,0,0,40,0,0,0,1,1,1,0,1,1,1,0,1,62.05,2482.0,0
4616-EWBNJ,0,0,0,0,16,0,0,2,0,0,0,0,0,0,1,0,0,20.1,321.6,0
6347-DCUIK,1,0,0,0,10,0,1,1,0,0,0,0,0,0,0,1,3,74.15,741.5,1
1335-HQMKX,0,0,0,0,72,0,1,1,0,1,1,0,1,1,1,1,2,101.35,7297.2,0
2545-EBUPK,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,2,84.05,168.1,0
6923-AQONU,1,0,0,0,23,0,0,2,0,0,0,0,0,0,2,0,3,20.9,480.7,0
2172-EJXVF,0,1,0,0,71,0,1,1,0,1,1,0,1,1,1,1,2,105.9,7518.900000000001,0
0897-FEGMU,0,0,0,0,11,0,1,1,0,0,1,0,1,1,0,1,2,99.5,1094.5,1
7663-RGWBC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,44.15,44.15,1
1120-BMWUB,0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,1,3,53.9,862.4,1
9124-LHCJQ,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,3,85.45,85.45,1
4536-PLEQY,1,0,0,0,12,0,0,1,0,1,0,0,0,1,0,1,1,85.05,1020.5999999999999,0
7029-IJEJK,0,0,0,0,54,0,0,0,1,0,0,1,0,1,1,0,0,44.1,2381.4,0
8871-JLMHM,0,0,0,0,68,0,1,1,0,1,1,1,0,0,2,0,1,90.2,6133.6,0
2235-ZGKPT,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,50.85,203.4,1
3891-PUQOD,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,59.2,59.2,1
5447-VYTKW,1,0,0,0,27,0,0,0,1,0,0,1,0,0,0,0,3,53.45,1443.15,0
3623-FQBOX,1,0,0,0,21,0,0,2,0,0,0,0,0,0,0,1,3,19.95,418.95,0
0689-NKYLF,1,0,0,0,13,0,0,1,0,0,1,0,1,0,0,1,2,83.2,1081.6000000000001,1
8659-HDIYE,0,1,0,0,64,0,1,0,0,1,1,1,0,1,0,0,1,74.65,4777.6,0
3658-KIBGF,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,54.9,54.9,1
3474-BAFSJ,1,0,0,0,57,0,0,0,0,1,1,1,1,1,2,1,0,57.5,3277.5,0
5519-YLDGW,0,0,0,0,21,0,1,1,1,0,1,0,1,1,0,1,2,103.9,2181.9,1
3865-ZFZIB,1,0,0,0,19,0,0,2,0,0,0,0,0,0,2,0,3,19.65,373.34999999999997,0
1855-AGAWH,1,0,0,0,31,0,0,1,0,0,1,0,1,1,1,1,2,93.8,2907.7999999999997,0
7109-CQYUZ,1,0,0,0,52,0,1,0,1,1,1,1,1,1,2,1,3,89.25,4641.0,0
1370-GGAWX,0,0,0,0,46,0,1,1,0,1,1,0,0,1,1,1,2,94.15,4330.900000000001,0
4680-KUTAJ,0,1,0,0,11,0,1,0,1,0,0,0,0,0,0,1,2,55.6,611.6,0
5307-UVGNB,0,0,0,0,53,0,0,0,1,1,1,0,0,1,0,1,0,48.7,2581.1000000000004,0
4946-EDSEW,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,1,3,19.25,211.75,1
2883-ILGWO,1,1,0,0,57,0,1,1,0,1,0,1,1,1,0,1,0,104.9,5979.3,0
2516-VQRRV,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,3,75.45,150.9,1
7580-UGXNC,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,54.85,109.7,1
3642-BYHDO,0,0,0,0,71,0,0,2,0,0,0,0,0,0,2,0,0,19.9,1412.8999999999999,0
9629-NHXFW,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,19.4,19.4,0
2696-RZVZW,1,0,0,0,68,0,1,2,0,0,0,0,0,0,2,0,1,25.05,1703.4,0
5766-FTRTS,1,0,0,0,72,0,0,0,1,1,1,1,1,1,2,0,3,84.45,6080.400000000001,0
0396-HUJBP,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,19.3,38.6,0
5178-LMXOP,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,2,95.1,95.1,1
8879-ZKJOF,0,0,0,0,41,0,0,0,1,0,1,1,1,1,1,1,0,79.85,3273.85,0
6285-FTQBF,1,0,0,0,72,0,1,2,0,0,0,0,0,0,2,0,1,25.55,1839.6000000000001,0
8185-UPYBR,1,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,2,75.5,453.0,1
4585-HETAI,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,2,73.75,295.0,1
7526-BEZQB,1,0,0,0,12,0,1,1,0,0,0,0,1,1,0,1,2,96.05,1152.6,1
1474-JUWSM,0,0,0,0,58,0,1,0,1,0,0,1,0,1,1,1,2,68.4,3967.2000000000003,0
3530-CRZSB,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,3,20.65,144.54999999999998,0
8498-XXGWA,0,0,0,0,65,0,0,0,1,0,1,0,0,0,0,1,3,55.15,3584.75,0
9617-INGJY,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0
0621-TSSMU,1,0,0,0,56,0,0,2,0,0,0,0,0,0,1,0,1,19.95,1117.2,0
7234-KMNRQ,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,19.0,76.0,0
7636-PEPNS,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,1,3,44.1,2557.8,0
4683-WYDOU,1,0,0,0,62,0,1,1,0,0,1,1,1,1,2,1,0,107.6,6671.2,0
9052-DHNKM,1,0,0,0,26,0,1,0,1,1,0,0,0,0,1,0,2,61.55,1600.3,0
6794-HKIAJ,1,0,0,0,62,0,1,1,1,1,1,0,0,0,0,0,0,90.7,5623.400000000001,0
5578-NKCXI,0,0,0,0,58,0,0,1,1,1,0,0,1,1,1,0,1,99.25,5756.5,0
1642-HMARX,0,0,0,0,68,0,1,0,1,1,1,1,1,1,2,1,2,91.7,6235.6,0
3096-WPXBT,0,0,0,0,61,0,1,1,1,1,1,0,0,1,1,1,1,100.7,6142.7,0
8434-PNQZX,0,0,0,0,42,0,1,0,0,0,1,1,1,1,2,1,1,78.45,3294.9,0
5950-AAAGJ,1,0,0,0,18,0,1,1,0,0,0,0,1,0,0,0,0,84.3,1517.3999999999999,0
4299-OPXEJ,0,0,0,0,56,0,0,2,0,0,0,0,0,0,2,1,0,19.55,1094.8,0
4951-UKAAQ,0,0,0,0,4,0,1,1,0,1,0,0,0,1,0,1,2,88.95,355.8,1
9618-LFJRU,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,20.45,81.8,0
6693-DJWTY,0,0,0,0,35,0,0,0,1,1,0,0,0,0,1,0,1,55.6,1946.0,0
0744-GKNGE,0,0,0,0,64,0,1,1,1,0,0,1,0,0,0,1,0,86.8,5555.2,0
6447-EGDIV,0,0,0,0,31,0,0,2,0,0,0,0,0,0,1,0,3,20.95,649.4499999999999,0
1167-OYZJF,0,1,0,0,67,0,0,2,0,0,0,0,0,0,2,1,0,20.05,1343.3500000000001,0
2108-YKQTY,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,50.7,202.8,1
4806-DXQCE,0,1,0,0,70,0,1,1,1,1,1,1,1,1,2,1,2,113.65,7955.5,0
4918-QLLIW,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,53.4,160.2,1
7056-IMHCC,1,1,0,0,53,0,1,1,0,1,0,0,1,1,0,1,2,101.9,5400.700000000001,1
4854-SSLTN,1,0,0,0,2,0,0,0,1,1,0,1,0,0,2,0,3,59.5,119.0,0
5294-DMSFH,0,0,0,0,29,0,0,1,0,0,0,0,1,1,0,1,1,87.8,2546.2,0
4837-PZTIC,0,0,0,0,47,0,0,0,1,0,1,1,0,0,2,0,3,41.9,1969.3,0
1625-JAIIY,0,0,0,0,68,0,1,1,0,0,0,0,1,0,1,1,2,83.0,5644.0,1
0603-OLQDC,1,0,0,0,12,0,0,0,1,0,0,0,1,1,0,1,3,69.85,838.1999999999999,0
3272-VUHPV,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,56.3,450.4,0
4176-FXYBO,1,0,0,0,54,0,1,1,1,1,1,0,1,1,0,0,2,109.55,5915.7,0
1063-DHQJF,1,0,0,0,69,0,0,1,0,1,0,1,1,0,2,1,3,92.15,6358.35,0
8663-UPDGF,0,0,0,0,26,0,1,0,1,1,0,0,1,0,0,1,0,69.5,1807.0,0
6719-FGEDO,0,0,0,0,72,0,1,1,1,1,1,1,0,0,2,1,0,97.0,6984.0,0
1837-YQUCE,0,0,0,0,70,0,0,0,1,0,1,1,1,1,2,1,0,58.35,4084.5,0
2947-DOMLJ,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,50.6,50.6,1
4112-LUEIZ,1,0,0,0,10,0,0,1,0,0,0,0,1,1,0,1,2,89.5,895.0,1
0369-ZGOVK,0,0,0,0,28,0,0,1,0,0,0,0,0,0,1,1,0,70.4,1971.2000000000003,0
4510-HIMLV,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8,1
9919-KNPOO,0,0,0,0,21,0,1,1,0,0,0,0,1,1,0,1,2,94.3,1980.3,0
8749-JMNKX,1,1,0,0,51,0,1,1,1,0,1,0,1,0,0,1,0,93.8,4783.8,1
7872-BAAZR,0,0,0,0,53,0,0,2,0,0,0,0,0,0,1,0,0,19.55,1036.15,0
9391-LMANN,1,0,0,0,53,0,0,1,1,1,1,0,0,1,1,0,2,95.95,5085.35,0
2430-USGXP,1,0,0,0,24,0,1,1,0,0,1,0,1,1,0,1,2,101.05,2425.2,1
8174-TBVCF,0,0,0,0,70,0,1,0,1,1,1,1,1,1,2,1,1,94.8,6636.0,0
1698-XFZCI,1,0,0,0,61,0,1,1,1,1,1,0,1,1,1,1,2,107.75,6572.75,0
1877-HKBQX,0,0,0,0,11,0,0,0,1,0,0,1,0,0,1,1,3,54.6,600.6,0
4450-DLLMH,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,71.3,142.6,0
0428-AXXLJ,1,0,0,0,25,0,0,2,0,0,0,0,0,0,1,1,0,19.5,487.5,0
2746-DIJLO,0,0,0,0,41,0,1,0,0,1,0,0,0,0,1,1,1,56.3,2308.2999999999997,0
5955-ERIHD,1,0,0,0,18,0,1,1,0,0,0,0,1,1,0,1,2,94.7,1704.6000000000001,1
0917-EZOLA,1,1,0,0,72,0,1,1,0,1,1,0,1,1,2,1,0,104.15,7498.8,1
3508-VLHCZ,0,0,0,0,71,0,1,0,1,1,1,1,1,1,2,1,1,90.55,6429.05,0
4086-ATNFV,0,0,0,0,34,0,0,0,1,1,1,0,0,0,1,1,3,60.8,2067.2,0
0468-YRPXN,1,0,0,0,29,0,0,1,0,0,1,1,1,1,0,1,1,98.8,2865.2,0
5996-NRVXR,1,1,0,0,40,0,0,1,1,1,1,1,1,0,1,1,1,98.15,3926.0,0
3739-YBWAB,1,0,0,0,36,0,0,0,1,0,1,0,0,0,1,0,3,35.35,1272.6000000000001,0
7047-FWEYA,0,0,0,0,46,0,1,1,0,1,0,1,1,1,1,1,2,103.15,4744.900000000001,0
2000-MPKCA,0,0,0,0,58,0,1,1,1,1,1,0,1,1,1,1,2,107.75,6249.5,0
9762-YAQAA,1,0,0,0,39,0,1,1,0,1,0,0,0,0,1,0,1,81.4,3174.6000000000004,0
5949-EBSQK,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,1,61.45,245.8,1
5473-KHBPS,0,0,0,0,52,0,1,1,0,1,1,0,1,0,1,1,1,95.7,4976.400000000001,0
0100-DUVFC,1,1,0,0,70,0,1,1,0,1,1,0,1,1,1,1,2,104.8,7336.0,0
5397-TUPSH,1,1,0,0,65,0,0,1,0,0,0,0,0,0,1,1,0,70.95,4611.75,0
8950-MTZNV,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,44.95,44.95,0
0326-VDYXE,0,0,0,0,70,0,1,1,0,0,1,0,1,1,1,1,2,97.65,6835.5,0
6773-LQTVT,0,1,0,0,29,0,0,0,0,1,1,0,0,0,0,1,3,35.65,1033.85,0
7274-RTAPZ,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,90.55,90.55,1
0436-TWFFZ,0,0,0,0,67,0,1,0,1,0,1,1,1,1,2,1,3,85.25,5711.75,0
8566-YPRGL,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,19.5,19.5,0
0311-UNPFF,0,0,0,0,26,0,0,1,0,0,0,0,1,1,0,1,0,88.8,2308.7999999999997,1
6609-MXJHJ,0,0,0,0,30,0,1,2,0,0,0,0,0,0,2,1,3,25.1,753.0,0
2669-OIDSD,0,0,0,0,48,0,0,1,0,0,1,1,1,1,0,1,1,100.05,4802.4,0
8400-WZICQ,0,0,0,0,55,0,0,0,1,1,0,0,0,0,0,0,2,55.7,3063.5,0
3834-XUIFC,1,0,0,0,7,0,1,1,0,0,0,0,0,1,0,1,3,85.2,596.4,1
9576-SYUHJ,1,0,0,0,37,0,1,1,1,0,0,0,1,0,0,1,2,91.15,3372.55,0
0410-IPFTY,0,0,0,0,31,0,0,1,0,1,0,0,0,1,0,1,0,83.85,2599.35,0
2831-EBWRN,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,45.9,183.6,0
9430-NKQLY,1,0,0,0,72,0,1,2,0,0,0,0,0,0,2,1,1,25.1,1807.2,0
8414-MYSHR,1,1,0,0,5,0,0,1,0,0,0,0,1,1,0,1,2,91.4,457.0,1
0247-SLUJI,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,19.7,19.7,0
9402-ORRAH,0,1,0,0,15,0,0,1,0,0,0,0,1,1,0,1,2,91.5,1372.5,0
6483-OATDN,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,1,51.3,410.4,0
1293-HHSHJ,0,0,0,0,35,0,0,2,0,0,0,0,0,0,1,0,3,21.1,738.5,0
4840-ORQXB,0,1,0,0,56,0,1,1,0,1,1,0,1,1,0,0,2,104.75,5866.0,0
7599-FKVXZ,1,0,0,0,42,0,1,1,0,0,1,1,1,1,0,1,0,106.15,4458.3,1
3982-DQLUS,1,1,0,0,65,0,1,1,1,1,0,0,0,0,0,1,2,85.75,5573.75,0
8610-ZIKJJ,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,3,20.3,40.6,0
3756-VNWDH,1,1,0,0,65,0,1,1,1,0,0,0,1,1,1,1,2,100.75,6548.75,0
7801-KICAO,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,1,2,74.15,1334.7,0
7673-LPRNY,0,0,0,0,23,0,1,0,1,0,1,0,1,1,1,1,2,78.55,1806.6499999999999,0
8229-TNIQA,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,45.3,181.2,1
6060-QBMGV,1,0,0,0,70,0,0,2,0,0,0,0,0,0,2,0,1,19.85,1389.5,0
7339-POGZN,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,50.7,202.8,0
2828-SLQPF,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,45.0,855.0,0
4465-VDKIQ,0,0,0,0,18,0,0,1,0,1,1,0,0,0,0,0,2,77.8,1400.3999999999999,0
2921-XWDJH,0,1,0,0,38,0,0,1,1,0,0,0,0,1,0,1,2,83.45,3171.1,0
6221-AVQYL,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,73.25,146.5,1
2558-BUOZZ,1,0,0,0,47,0,1,1,1,1,0,0,1,0,1,0,0,94.8,4455.599999999999,0
9257-AZMTZ,0,0,0,0,52,0,0,2,0,0,0,0,0,0,2,0,0,20.1,1045.2,0
0003-MKNFE,1,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,3,59.9,539.1,0
0975-UYDTX,0,0,0,0,26,0,1,0,1,1,1,1,1,1,1,1,1,90.1,2342.6,0
7743-EXURX,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,2,51.05,408.4,1
4682-BLBUC,1,0,0,0,44,0,0,0,0,1,1,1,1,0,1,1,2,70.95,3121.8,0
0975-VOOVL,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,29.2,87.6,0
5968-VXZLG,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,46.6,93.2,0
5569-KGJHX,0,0,0,0,9,0,1,1,0,0,0,0,1,0,0,1,0,85.35,768.15,1
